"oy_0.9","oy_0.8","or_0.9","or_0.8","of_0.9","of_0.8","oy_0.7","or_0.7","of_0.7","Escapement"
0,0,0,0,1,1,0,0,1,0
0,0,0,0,1,1,0,0,1,500
0,0,0,0,1,1,0,0,1,1000
0,0,0,0,1,1,0.00666666666666667,0,0.993333333333333,1500
0,0.0133333333333333,0,0.02,1,0.986666666666667,0.14,0.0933333333333333,0.86,2000
0.00666666666666667,0.14,0.0266666666666667,0.0933333333333333,0.993333333333333,0.86,0.36,0.2,0.64,2500
0.0866666666666667,0.32,0.0933333333333333,0.2,0.913333333333333,0.68,0.54,0.326666666666667,0.46,3000
0.253333333333333,0.48,0.166666666666667,0.313333333333333,0.746666666666667,0.52,0.693333333333333,0.433333333333333,0.306666666666667,3500
0.373333333333333,0.633333333333333,0.246666666666667,0.373333333333333,0.626666666666667,0.366666666666667,0.813333333333333,0.506666666666667,0.186666666666667,4000
0.513333333333333,0.706666666666667,0.333333333333333,0.46,0.486666666666667,0.293333333333333,0.833333333333333,0.566666666666667,0.166666666666667,4500
0.62,0.813333333333333,0.4,0.526666666666667,0.38,0.186666666666667,0.893333333333333,0.633333333333333,0.106666666666667,5000
0.693333333333333,0.833333333333333,0.466666666666667,0.566666666666667,0.3,0.166666666666667,0.92,0.706666666666667,0.08,5500
0.726666666666667,0.86,0.506666666666667,0.606666666666667,0.24,0.133333333333333,0.933333333333333,0.753333333333333,0.0666666666666667,6000
0.726666666666667,0.9,0.553333333333333,0.686666666666667,0.186666666666667,0.0933333333333333,0.94,0.786666666666667,0.0533333333333333,6500
0.7,0.886666666666667,0.586666666666667,0.726666666666667,0.166666666666667,0.0733333333333333,0.946666666666667,0.806666666666667,0.0466666666666667,7000
0.64,0.84,0.62,0.766666666666667,0.133333333333333,0.0666666666666667,0.92,0.826666666666667,0.0466666666666667,7500
0.633333333333333,0.793333333333333,0.693333333333333,0.786666666666667,0.0933333333333333,0.0533333333333333,0.866666666666667,0.84,0.0466666666666667,8000
0.553333333333333,0.72,0.72,0.806666666666667,0.0866666666666667,0.0466666666666667,0.846666666666667,0.866666666666667,0.0466666666666667,8500
0.473333333333333,0.686666666666667,0.746666666666667,0.813333333333333,0.0733333333333333,0.0466666666666667,0.746666666666667,0.886666666666667,0.0466666666666667,9000
0.446666666666667,0.62,0.766666666666667,0.826666666666667,0.0666666666666667,0.0466666666666667,0.706666666666667,0.9,0.0466666666666667,9500
0.393333333333333,0.553333333333333,0.786666666666667,0.853333333333333,0.0533333333333333,0.0466666666666667,0.666666666666667,0.9,0.0466666666666667,10000
0.36,0.48,0.793333333333333,0.873333333333333,0.0466666666666667,0.0466666666666667,0.593333333333333,0.906666666666667,0.0466666666666667,10500
0.313333333333333,0.433333333333333,0.793333333333333,0.88,0.0466666666666667,0.0466666666666667,0.52,0.913333333333333,0.0466666666666667,11000
0.26,0.386666666666667,0.806666666666667,0.886666666666667,0.0466666666666667,0.0466666666666667,0.48,0.906666666666667,0.04,11500
0.233333333333333,0.333333333333333,0.806666666666667,0.886666666666667,0.0466666666666667,0.0466666666666667,0.44,0.92,0.04,12000
0.2,0.293333333333333,0.813333333333333,0.886666666666667,0.0466666666666667,0.0466666666666667,0.393333333333333,0.926666666666667,0.04,12500
0.153333333333333,0.26,0.806666666666667,0.886666666666667,0.0466666666666667,0.0466666666666667,0.36,0.926666666666667,0.02,13000
0.14,0.233333333333333,0.793333333333333,0.886666666666667,0.0466666666666667,0.0466666666666667,0.34,0.933333333333333,0.02,13500
0.133333333333333,0.206666666666667,0.806666666666667,0.853333333333333,0.0466666666666667,0.04,0.286666666666667,0.933333333333333,0.02,14000
0.113333333333333,0.16,0.793333333333333,0.846666666666667,0.0466666666666667,0.04,0.266666666666667,0.933333333333333,0.02,14500
0.0933333333333333,0.146666666666667,0.76,0.846666666666667,0.0466666666666667,0.04,0.233333333333333,0.926666666666667,0.02,15000
0.0933333333333333,0.146666666666667,0.746666666666667,0.846666666666667,0.0466666666666667,0.04,0.206666666666667,0.886666666666667,0.02,15500
0.06,0.14,0.726666666666667,0.833333333333333,0.0466666666666667,0.02,0.18,0.88,0.02,16000
0.0466666666666667,0.133333333333333,0.693333333333333,0.84,0.0466666666666667,0.02,0.166666666666667,0.873333333333333,0.02,16500
0.04,0.12,0.666666666666667,0.82,0.0466666666666667,0.02,0.16,0.86,0.02,17000
0.0466666666666667,0.113333333333333,0.64,0.8,0.04,0.02,0.14,0.853333333333333,0.02,17500
0.0333333333333333,0.0866666666666667,0.646666666666667,0.766666666666667,0.04,0.02,0.12,0.846666666666667,0.02,18000
0.0333333333333333,0.0666666666666667,0.633333333333333,0.746666666666667,0.04,0.02,0.12,0.833333333333333,0.02,18500
0.0266666666666667,0.0666666666666667,0.606666666666667,0.72,0.04,0.02,0.113333333333333,0.82,0.02,19000
0.0266666666666667,0.0666666666666667,0.586666666666667,0.693333333333333,0.04,0.02,0.0866666666666667,0.793333333333333,0.02,19500
0.04,0.0533333333333333,0.58,0.673333333333333,0.02,0.02,0.0666666666666667,0.773333333333333,0.02,20000
0.0333333333333333,0.0533333333333333,0.553333333333333,0.673333333333333,0.02,0.02,0.0666666666666667,0.753333333333333,0.02,20500
0.0333333333333333,0.0533333333333333,0.54,0.653333333333333,0.02,0.02,0.0666666666666667,0.726666666666667,0.02,21000
0.0266666666666667,0.0466666666666667,0.533333333333333,0.613333333333333,0.02,0.02,0.06,0.706666666666667,0.0133333333333333,21500
0.0266666666666667,0.04,0.526666666666667,0.593333333333333,0.02,0.02,0.06,0.7,0.0133333333333333,22000
0.0266666666666667,0.04,0.513333333333333,0.58,0.02,0.02,0.06,0.686666666666667,0.0133333333333333,22500
0.0266666666666667,0.0333333333333333,0.513333333333333,0.56,0.02,0.02,0.0533333333333333,0.686666666666667,0.0133333333333333,23000
0.0266666666666667,0.0333333333333333,0.506666666666667,0.546666666666667,0.02,0.02,0.0533333333333333,0.64,0.0133333333333333,23500
0.0266666666666667,0.0266666666666667,0.493333333333333,0.54,0.02,0.02,0.0466666666666667,0.626666666666667,0.0133333333333333,24000
0.0266666666666667,0.0266666666666667,0.473333333333333,0.533333333333333,0.02,0.02,0.0466666666666667,0.613333333333333,0.0133333333333333,24500
0.0266666666666667,0.0266666666666667,0.453333333333333,0.526666666666667,0.02,0.02,0.04,0.606666666666667,0.0133333333333333,25000
0.0266666666666667,0.0266666666666667,0.446666666666667,0.52,0.02,0.02,0.04,0.586666666666667,0.0133333333333333,25500
0.0266666666666667,0.0266666666666667,0.433333333333333,0.513333333333333,0.02,0.02,0.0333333333333333,0.573333333333333,0.0133333333333333,26000
0.0266666666666667,0.0333333333333333,0.426666666666667,0.5,0.02,0.0133333333333333,0.0333333333333333,0.56,0.0133333333333333,26500
0.0266666666666667,0.0333333333333333,0.42,0.506666666666667,0.02,0.0133333333333333,0.0333333333333333,0.553333333333333,0.0133333333333333,27000
0.0266666666666667,0.0333333333333333,0.406666666666667,0.493333333333333,0.02,0.0133333333333333,0.0333333333333333,0.546666666666667,0.0133333333333333,27500
0.0266666666666667,0.0333333333333333,0.373333333333333,0.473333333333333,0.02,0.0133333333333333,0.0333333333333333,0.546666666666667,0.0133333333333333,28000
0.0266666666666667,0.0333333333333333,0.366666666666667,0.46,0.02,0.0133333333333333,0.04,0.546666666666667,0.00666666666666667,28500
0.0266666666666667,0.0333333333333333,0.353333333333333,0.46,0.02,0.0133333333333333,0.04,0.533333333333333,0.00666666666666667,29000
0.0266666666666667,0.0333333333333333,0.353333333333333,0.453333333333333,0.02,0.0133333333333333,0.04,0.52,0.00666666666666667,29500
0.0266666666666667,0.0333333333333333,0.346666666666667,0.446666666666667,0.02,0.0133333333333333,0.04,0.52,0.00666666666666667,30000
0.0266666666666667,0.0333333333333333,0.34,0.44,0.02,0.0133333333333333,0.04,0.513333333333333,0.00666666666666667,30500
0.0266666666666667,0.0333333333333333,0.333333333333333,0.42,0.02,0.0133333333333333,0.04,0.506666666666667,0.00666666666666667,31000
0.0266666666666667,0.0333333333333333,0.313333333333333,0.393333333333333,0.02,0.0133333333333333,0.04,0.486666666666667,0.00666666666666667,31500
0.0266666666666667,0.0333333333333333,0.306666666666667,0.386666666666667,0.02,0.0133333333333333,0.04,0.48,0.00666666666666667,32000
0.0266666666666667,0.0333333333333333,0.313333333333333,0.38,0.02,0.0133333333333333,0.04,0.466666666666667,0.00666666666666667,32500
0.0333333333333333,0.0333333333333333,0.313333333333333,0.373333333333333,0.0133333333333333,0.0133333333333333,0.04,0.453333333333333,0.00666666666666667,33000
0.0333333333333333,0.0333333333333333,0.286666666666667,0.366666666666667,0.0133333333333333,0.0133333333333333,0.04,0.446666666666667,0.00666666666666667,33500
0.0333333333333333,0.0333333333333333,0.28,0.366666666666667,0.0133333333333333,0.0133333333333333,0.04,0.433333333333333,0.00666666666666667,34000
0.0333333333333333,0.0333333333333333,0.266666666666667,0.36,0.0133333333333333,0.0133333333333333,0.04,0.42,0.00666666666666667,34500
0.0333333333333333,0.04,0.246666666666667,0.353333333333333,0.0133333333333333,0.00666666666666667,0.04,0.393333333333333,0.00666666666666667,35000
0.0333333333333333,0.04,0.24,0.346666666666667,0.0133333333333333,0.00666666666666667,0.04,0.393333333333333,0.00666666666666667,35500
0.0266666666666667,0.04,0.226666666666667,0.326666666666667,0.0133333333333333,0.00666666666666667,0.04,0.38,0.00666666666666667,36000
0.0266666666666667,0.04,0.213333333333333,0.326666666666667,0.0133333333333333,0.00666666666666667,0.04,0.373333333333333,0.00666666666666667,36500
0.0266666666666667,0.04,0.2,0.326666666666667,0.0133333333333333,0.00666666666666667,0.04,0.366666666666667,0.00666666666666667,37000
0.0266666666666667,0.04,0.2,0.306666666666667,0.0133333333333333,0.00666666666666667,0.04,0.366666666666667,0.00666666666666667,37500
0.0266666666666667,0.04,0.2,0.293333333333333,0.0133333333333333,0.00666666666666667,0.04,0.366666666666667,0.00666666666666667,38000
0.0266666666666667,0.04,0.186666666666667,0.293333333333333,0.0133333333333333,0.00666666666666667,0.04,0.36,0.00666666666666667,38500
0.0266666666666667,0.04,0.18,0.266666666666667,0.0133333333333333,0.00666666666666667,0.04,0.36,0.00666666666666667,39000
0.0266666666666667,0.04,0.18,0.26,0.0133333333333333,0.00666666666666667,0.04,0.346666666666667,0.00666666666666667,39500
0.0266666666666667,0.0333333333333333,0.173333333333333,0.253333333333333,0.0133333333333333,0.00666666666666667,0.04,0.333333333333333,0.00666666666666667,40000
0.0133333333333333,0.0333333333333333,0.16,0.233333333333333,0.0133333333333333,0.00666666666666667,0.04,0.326666666666667,0.00666666666666667,40500
0.00666666666666667,0.0333333333333333,0.16,0.213333333333333,0.0133333333333333,0.00666666666666667,0.04,0.326666666666667,0.00666666666666667,41000
0.00666666666666667,0.0333333333333333,0.16,0.213333333333333,0.0133333333333333,0.00666666666666667,0.04,0.313333333333333,0.00666666666666667,41500
0.00666666666666667,0.0333333333333333,0.16,0.206666666666667,0.0133333333333333,0.00666666666666667,0.04,0.3,0.00666666666666667,42000
0.00666666666666667,0.0333333333333333,0.16,0.2,0.0133333333333333,0.00666666666666667,0.04,0.3,0.00666666666666667,42500
0.00666666666666667,0.0333333333333333,0.16,0.2,0.0133333333333333,0.00666666666666667,0.04,0.3,0.00666666666666667,43000
0.0133333333333333,0.0333333333333333,0.153333333333333,0.186666666666667,0.00666666666666667,0.00666666666666667,0.0333333333333333,0.28,0.00666666666666667,43500
0.0133333333333333,0.0333333333333333,0.153333333333333,0.18,0.00666666666666667,0.00666666666666667,0.0333333333333333,0.266666666666667,0.00666666666666667,44000
0.0133333333333333,0.0333333333333333,0.153333333333333,0.18,0.00666666666666667,0.00666666666666667,0.0333333333333333,0.26,0.00666666666666667,44500
0.0133333333333333,0.0333333333333333,0.153333333333333,0.173333333333333,0.00666666666666667,0.00666666666666667,0.0333333333333333,0.246666666666667,0.00666666666666667,45000
0.0133333333333333,0.0133333333333333,0.146666666666667,0.166666666666667,0.00666666666666667,0.00666666666666667,0.0333333333333333,0.22,0.00666666666666667,45500
0.0133333333333333,0.0133333333333333,0.146666666666667,0.166666666666667,0.00666666666666667,0.00666666666666667,0.0333333333333333,0.22,0.00666666666666667,46000
0.0133333333333333,0.0133333333333333,0.146666666666667,0.16,0.00666666666666667,0.00666666666666667,0.0333333333333333,0.22,0.00666666666666667,46500
0.0133333333333333,0.0133333333333333,0.14,0.16,0.00666666666666667,0.00666666666666667,0.0333333333333333,0.213333333333333,0.00666666666666667,47000
0.0133333333333333,0.0133333333333333,0.133333333333333,0.16,0.00666666666666667,0.00666666666666667,0.0333333333333333,0.213333333333333,0.00666666666666667,47500
0.0133333333333333,0.0133333333333333,0.126666666666667,0.16,0.00666666666666667,0.00666666666666667,0.0333333333333333,0.206666666666667,0.00666666666666667,48000
0.0133333333333333,0.0133333333333333,0.126666666666667,0.16,0.00666666666666667,0.00666666666666667,0.0333333333333333,0.2,0.00666666666666667,48500
0.0133333333333333,0.0133333333333333,0.126666666666667,0.16,0.00666666666666667,0.00666666666666667,0.0266666666666667,0.186666666666667,0.00666666666666667,49000
0.0133333333333333,0.0133333333333333,0.126666666666667,0.153333333333333,0.00666666666666667,0.00666666666666667,0.0133333333333333,0.186666666666667,0.00666666666666667,49500
0.0133333333333333,0.0133333333333333,0.12,0.153333333333333,0.00666666666666667,0.00666666666666667,0.0133333333333333,0.18,0.00666666666666667,50000
0.0133333333333333,0.0133333333333333,0.12,0.16,0.00666666666666667,0.00666666666666667,0.02,0.18,0,50500
0.0133333333333333,0.0133333333333333,0.12,0.16,0.00666666666666667,0.00666666666666667,0.02,0.173333333333333,0,51000
0.0133333333333333,0.0133333333333333,0.12,0.16,0.00666666666666667,0.00666666666666667,0.02,0.173333333333333,0,51500
0.0133333333333333,0.0133333333333333,0.106666666666667,0.153333333333333,0.00666666666666667,0.00666666666666667,0.02,0.166666666666667,0,52000
0.0133333333333333,0.0133333333333333,0.1,0.153333333333333,0.00666666666666667,0.00666666666666667,0.02,0.166666666666667,0,52500
0.0133333333333333,0.0133333333333333,0.1,0.146666666666667,0.00666666666666667,0.00666666666666667,0.02,0.166666666666667,0,53000
0.0133333333333333,0.0133333333333333,0.1,0.146666666666667,0.00666666666666667,0.00666666666666667,0.02,0.166666666666667,0,53500
0.0133333333333333,0.0133333333333333,0.1,0.133333333333333,0.00666666666666667,0.00666666666666667,0.02,0.166666666666667,0,54000
0.0133333333333333,0.0133333333333333,0.1,0.133333333333333,0.00666666666666667,0.00666666666666667,0.02,0.166666666666667,0,54500
0.0133333333333333,0.0133333333333333,0.1,0.133333333333333,0.00666666666666667,0.00666666666666667,0.02,0.166666666666667,0,55000
0.0133333333333333,0.0133333333333333,0.0933333333333333,0.133333333333333,0.00666666666666667,0.00666666666666667,0.02,0.16,0,55500
0.0133333333333333,0.0133333333333333,0.0933333333333333,0.126666666666667,0.00666666666666667,0.00666666666666667,0.02,0.16,0,56000
0.0133333333333333,0.0133333333333333,0.0933333333333333,0.126666666666667,0.00666666666666667,0.00666666666666667,0.02,0.16,0,56500
0.0133333333333333,0.0133333333333333,0.0933333333333333,0.126666666666667,0.00666666666666667,0.00666666666666667,0.02,0.16,0,57000
0.0133333333333333,0.0133333333333333,0.0933333333333333,0.126666666666667,0.00666666666666667,0.00666666666666667,0.02,0.166666666666667,0,57500
0.0133333333333333,0.0133333333333333,0.0866666666666667,0.12,0.00666666666666667,0.00666666666666667,0.02,0.16,0,58000
0.0133333333333333,0.0133333333333333,0.0866666666666667,0.113333333333333,0.00666666666666667,0.00666666666666667,0.02,0.16,0,58500
0.0133333333333333,0.0133333333333333,0.0866666666666667,0.106666666666667,0.00666666666666667,0.00666666666666667,0.02,0.16,0,59000
0.0133333333333333,0.0133333333333333,0.0866666666666667,0.106666666666667,0.00666666666666667,0.00666666666666667,0.02,0.153333333333333,0,59500
0.0133333333333333,0.0133333333333333,0.08,0.106666666666667,0.00666666666666667,0.00666666666666667,0.02,0.146666666666667,0,60000
0.0133333333333333,0.0133333333333333,0.08,0.106666666666667,0.00666666666666667,0.00666666666666667,0.02,0.14,0,60500
0.0133333333333333,0.0133333333333333,0.08,0.106666666666667,0.00666666666666667,0.00666666666666667,0.02,0.14,0,61000
0.0133333333333333,0.0133333333333333,0.08,0.106666666666667,0.00666666666666667,0.00666666666666667,0.02,0.14,0,61500
0.0133333333333333,0.02,0.08,0.106666666666667,0.00666666666666667,0,0.02,0.14,0,62000
0.0133333333333333,0.02,0.08,0.1,0.00666666666666667,0,0.02,0.133333333333333,0,62500
0.0133333333333333,0.02,0.08,0.1,0.00666666666666667,0,0.02,0.133333333333333,0,63000
0.0133333333333333,0.02,0.08,0.1,0.00666666666666667,0,0.02,0.133333333333333,0,63500
0.0133333333333333,0.02,0.08,0.1,0.00666666666666667,0,0.02,0.133333333333333,0,64000
0.0133333333333333,0.02,0.0733333333333333,0.1,0.00666666666666667,0,0.02,0.126666666666667,0,64500
0.0133333333333333,0.02,0.0733333333333333,0.1,0.00666666666666667,0,0.02,0.126666666666667,0,65000
0.0133333333333333,0.02,0.0733333333333333,0.0933333333333333,0.00666666666666667,0,0.02,0.113333333333333,0,65500
0.0133333333333333,0.02,0.0666666666666667,0.0933333333333333,0.00666666666666667,0,0.02,0.113333333333333,0,66000
0.0133333333333333,0.02,0.0666666666666667,0.0933333333333333,0.00666666666666667,0,0.02,0.113333333333333,0,66500
0.0133333333333333,0.02,0.0666666666666667,0.0933333333333333,0.00666666666666667,0,0.02,0.113333333333333,0,67000
0.0133333333333333,0.02,0.0666666666666667,0.0933333333333333,0.00666666666666667,0,0.02,0.113333333333333,0,67500
0.00666666666666667,0.02,0.0666666666666667,0.0866666666666667,0.00666666666666667,0,0.02,0.113333333333333,0,68000
0.00666666666666667,0.02,0.0666666666666667,0.0866666666666667,0.00666666666666667,0,0.02,0.113333333333333,0,68500
0.00666666666666667,0.02,0.0666666666666667,0.0866666666666667,0.00666666666666667,0,0.02,0.113333333333333,0,69000
0.00666666666666667,0.02,0.0666666666666667,0.0866666666666667,0.00666666666666667,0,0.02,0.113333333333333,0,69500
0.00666666666666667,0.02,0.0666666666666667,0.0866666666666667,0.00666666666666667,0,0.02,0.106666666666667,0,70000
0.00666666666666667,0.02,0.0666666666666667,0.0866666666666667,0.00666666666666667,0,0.02,0.106666666666667,0,70500
0.00666666666666667,0.02,0.0666666666666667,0.0866666666666667,0.00666666666666667,0,0.02,0.106666666666667,0,71000
0.00666666666666667,0.02,0.06,0.08,0.00666666666666667,0,0.02,0.106666666666667,0,71500
0.00666666666666667,0.02,0.06,0.08,0.00666666666666667,0,0.02,0.106666666666667,0,72000
0.00666666666666667,0.02,0.0533333333333333,0.08,0.00666666666666667,0,0.02,0.1,0,72500
0.00666666666666667,0.02,0.0533333333333333,0.08,0.00666666666666667,0,0.02,0.1,0,73000
0.00666666666666667,0.02,0.0533333333333333,0.08,0.00666666666666667,0,0.02,0.1,0,73500
0.00666666666666667,0.02,0.0533333333333333,0.08,0.00666666666666667,0,0.02,0.1,0,74000
0.00666666666666667,0.02,0.0466666666666667,0.08,0.00666666666666667,0,0.02,0.1,0,74500
0.00666666666666667,0.02,0.0466666666666667,0.0733333333333333,0.00666666666666667,0,0.02,0.1,0,75000
0.00666666666666667,0.0133333333333333,0.0466666666666667,0.0733333333333333,0.00666666666666667,0,0.02,0.1,0,75500
0.00666666666666667,0.0133333333333333,0.0466666666666667,0.0733333333333333,0.00666666666666667,0,0.02,0.0933333333333333,0,76000
0.00666666666666667,0.0133333333333333,0.0466666666666667,0.0733333333333333,0.00666666666666667,0,0.02,0.0933333333333333,0,76500
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0733333333333333,0,0,0.02,0.0933333333333333,0,77000
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0733333333333333,0,0,0.02,0.0933333333333333,0,77500
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0733333333333333,0,0,0.02,0.0933333333333333,0,78000
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0733333333333333,0,0,0.02,0.0866666666666667,0,78500
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0733333333333333,0,0,0.02,0.08,0,79000
0.0133333333333333,0.0133333333333333,0.04,0.0733333333333333,0,0,0.02,0.08,0,79500
0.0133333333333333,0.0133333333333333,0.04,0.0733333333333333,0,0,0.02,0.08,0,80000
0.0133333333333333,0.0133333333333333,0.04,0.0666666666666667,0,0,0.02,0.08,0,80500
0.0133333333333333,0.0133333333333333,0.04,0.0666666666666667,0,0,0.02,0.08,0,81000
0.0133333333333333,0.0133333333333333,0.04,0.0666666666666667,0,0,0.0133333333333333,0.08,0,81500
0.0133333333333333,0.0133333333333333,0.04,0.0666666666666667,0,0,0.0133333333333333,0.08,0,82000
0.0133333333333333,0.0133333333333333,0.04,0.06,0,0,0.0133333333333333,0.08,0,82500
0.0133333333333333,0.0133333333333333,0.04,0.06,0,0,0.0133333333333333,0.08,0,83000
0.0133333333333333,0.0133333333333333,0.04,0.06,0,0,0.0133333333333333,0.08,0,83500
0.0133333333333333,0.0133333333333333,0.04,0.0533333333333333,0,0,0.0133333333333333,0.0733333333333333,0,84000
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0533333333333333,0,0,0.0133333333333333,0.0733333333333333,0,84500
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0533333333333333,0,0,0.0133333333333333,0.0733333333333333,0,85000
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0533333333333333,0,0,0.0133333333333333,0.0733333333333333,0,85500
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0533333333333333,0,0,0.0133333333333333,0.0733333333333333,0,86000
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0533333333333333,0,0,0.0133333333333333,0.0733333333333333,0,86500
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0533333333333333,0,0,0.0133333333333333,0.0733333333333333,0,87000
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0533333333333333,0,0,0.0133333333333333,0.0733333333333333,0,87500
0.0133333333333333,0.0133333333333333,0.0466666666666667,0.0533333333333333,0,0,0.0133333333333333,0.0733333333333333,0,88000
0.00666666666666667,0.0133333333333333,0.0466666666666667,0.0533333333333333,0,0,0.0133333333333333,0.0733333333333333,0,88500
0.00666666666666667,0.0133333333333333,0.0466666666666667,0.0533333333333333,0,0,0.0133333333333333,0.0733333333333333,0,89000
0.00666666666666667,0.0133333333333333,0.0466666666666667,0.0466666666666667,0,0,0.0133333333333333,0.0733333333333333,0,89500
0.00666666666666667,0.0133333333333333,0.0466666666666667,0.0466666666666667,0,0,0.0133333333333333,0.0666666666666667,0,90000
0.00666666666666667,0.0133333333333333,0.0466666666666667,0.0466666666666667,0,0,0.0133333333333333,0.0666666666666667,0,90500
