"","year","age","age_comp","p","q","Nya"
"1",1977,"Age 5",NA,0.603607162887398,NA,NA
"4",1978,"Age 5",NA,0.607179372872149,NA,NA
"7",1979,"Age 5",NA,0.600168254884,NA,NA
"10",1980,"Age 5",NA,0.587193991062345,NA,NA
"13",1981,"Age 5",NA,0.562735333031175,NA,NA
"16",1982,"Age 5",NA,0.721231473790396,NA,NA
"19",1983,"Age 5",NA,0.649636160028545,0.575872673259033,10923.9623556204
"22",1984,"Age 5",NA,0.758945997120269,0.603025539771621,11375.0737432234
"25",1985,"Age 5",NA,0.651842911321887,0.634428727219463,10358.5847296135
"28",1986,"Age 5",0.474747474747475,0.514540123945168,0.479920592932916,6603.18395050029
"31",1987,"Age 5",0.93,0.634804614795375,0.895948380101838,17749.2267923486
"34",1988,"Age 5",0.57,0.644018158687596,0.560614406767059,5433.77204827606
"37",1989,"Age 5",0.69,0.473973353214483,0.682715460962858,14557.7725420597
"40",1990,"Age 5",0.54,0.654663028711787,0.546861470150993,11286.1025729936
"43",1991,"Age 5",NA,0.693036447886505,0.600171791752823,10517.6980924637
"46",1992,"Age 5",0.57,0.624009854979151,0.570464414121099,11636.2245793029
"49",1993,"Age 5",NA,0.585616484808819,0.647317310926747,16549.0814350248
"52",1994,"Age 5",NA,0.522631974069119,0.64614634347411,8970.54443887905
"55",1995,"Age 5",0.465346534653465,0.651252795998935,0.469216177868929,7570.94914890072
"58",1996,"Age 5",0.87,0.610393318155184,0.849320032721108,16008.224884896
"61",1997,"Age 5",0.49,0.397230489656574,0.500115302525896,4637.88107514271
"64",1998,"Age 5",0.48,0.698763154488165,0.489510986902608,6655.84995102964
"67",1999,"Age 5",0.6,0.76332848187746,0.599730944323078,7613.45651254323
"70",2000,"Age 5",0.53,0.663827632117222,0.532613516977024,9366.71181558158
"73",2001,"Age 5",0.595959595959596,0.586556828330068,0.610226041854271,12861.9788089895
"76",2002,"Age 5",0.41,0.512592838495724,0.429871135705089,5381.82611667722
"79",2003,"Age 5",0.84,0.77029663732268,0.81002262242256,16713.4093973197
"82",2004,"Age 5",0.727272727272727,0.756304321704228,0.711611109285756,13461.9026713486
"85",2005,"Age 5",0.69,0.756843386391524,0.685348083777272,10886.2662691486
"88",2006,"Age 5",0.58,0.609490541089444,0.595197532421571,6980.48792520956
"91",2007,"Age 5",0.74,0.656017025245236,0.721060224379615,4831.82098036898
"94",2008,"Age 5",0.77,0.635885158908347,0.744075675189554,5533.38323947696
"97",2009,"Age 5",0.707070707070707,0.514122215473575,0.684798142840085,6297.63561228412
"100",2010,"Age 5",0.77,0.453423744069585,0.757981809403928,9651.5719399897
"103",2011,"Age 5",0.62,0.600196146004177,0.61526799120571,4718.56448916339
"106",2012,"Age 5",0.61,0.414685046528267,0.61180731158302,5786.31235921753
"109",2013,"Age 5",0.61,0.586977392042749,0.607864612815543,6390.32460682652
"112",2014,"Age 5",0.44,0.397233237465407,0.46341268208278,4049.39168707926
"115",2015,"Age 5",0.59,0.5809469976649,0.596628997744163,3895.02629174126
"118",2016,"Age 5",0.37,NA,0.395913306832255,4124.20596764122
"121",2017,"Age 5",0.777777777777778,NA,0.763060863743452,4415.59692418867
"124",2018,"Age 5",0.22,NA,0.262088039905855,1912.96675445865
"127",2019,"Age 5",0.425742574257426,NA,0.44597257480235,3644.41901494567
"2",1977,"Ages 2-4",NA,0.367308125117252,NA,NA
"5",1978,"Ages 2-4",NA,0.363600864588488,NA,NA
"8",1979,"Ages 2-4",NA,0.372135169050683,NA,NA
"11",1980,"Ages 2-4",NA,0.378663828945492,NA,NA
"14",1981,"Ages 2-4",NA,0.404005910551311,NA,NA
"17",1982,"Ages 2-4",NA,0.270026303236535,NA,NA
"20",1983,"Ages 2-4",NA,0.202678409401962,0.390660172788562,7177.86483337715
"23",1984,"Ages 2-4",NA,0.209118300390592,0.366430648012388,6747.32490216773
"26",1985,"Ages 2-4",NA,0.323383598379705,0.329994495725282,5150.78850874027
"29",1986,"Ages 2-4",0.484848484848485,0.455032043932054,0.481416505441814,6620.98516684201
"32",1987,"Ages 2-4",0.05,0.333709850416089,0.0842544266551706,1667.45523009335
"35",1988,"Ages 2-4",0.41,0.338206097264907,0.41738950201342,4055.45213565781
"38",1989,"Ages 2-4",0.24,0.430469543197085,0.260735091505373,5560.47933270145
"41",1990,"Ages 2-4",0.43,0.338911717856126,0.423331416083641,8738.75732002025
"44",1991,"Ages 2-4",NA,0.301723911822232,0.373430244408116,6506.61018887052
"47",1992,"Ages 2-4",0.4,0.369090151157443,0.401029631438425,8177.39664713654
"50",1993,"Ages 2-4",NA,0.40081489322397,0.327649978574283,8326.68268169291
"53",1994,"Ages 2-4",NA,0.472642012465164,0.318391685134262,4219.88579077582
"56",1995,"Ages 2-4",0.425742574257426,0.343092994634011,0.432395033655603,6972.57789029801
"59",1996,"Ages 2-4",0.13,0.387174175270924,0.146753974542977,2763.99477719651
"62",1997,"Ages 2-4",0.5,0.596898589887523,0.486836605420117,4513.5640954646
"65",1998,"Ages 2-4",0.52,0.297886364372765,0.506690924501735,6892.39101095271
"68",1999,"Ages 2-4",0.39,0.217499775329677,0.388219103861365,4924.37105864602
"71",2000,"Ages 2-4",0.47,0.326824900549826,0.463484466207583,8152.79281705853
"74",2001,"Ages 2-4",0.404040404040404,0.390952117614239,0.385906031054169,8133.92111008315
"77",2002,"Ages 2-4",0.59,0.484321724867259,0.566060393550209,7088.90071039557
"80",2003,"Ages 2-4",0.16,0.22474068771574,0.18610251260167,3837.42310705539
"83",2004,"Ages 2-4",0.272727272727273,0.225584647249407,0.284143084793866,5372.93614452496
"86",2005,"Ages 2-4",0.29,0.225062719572125,0.293379588827245,4654.98243336766
"89",2006,"Ages 2-4",0.41,0.375377587196933,0.391757133061552,4590.75067031378
"92",2007,"Ages 2-4",0.22,0.308503920026558,0.239301543860575,1603.06918126442
"95",2008,"Ages 2-4",0.23,0.353657773348379,0.252020601584737,1875.61581380375
"98",2009,"Ages 2-4",0.292929292929293,0.48259103512513,0.311300258917696,2864.20919330345
"101",2010,"Ages 2-4",0.22,0.531467471188894,0.230160815408758,2928.39640655019
"104",2011,"Ages 2-4",0.35,0.381764513285451,0.354668175198233,2719.06507953736
"107",2012,"Ages 2-4",0.38,0.576554343515815,0.375734823394969,3551.9825167876
"110",2013,"Ages 2-4",0.36,0.383954206479857,0.362233589385956,3807.62773022867
"113",2014,"Ages 2-4",0.55,0.576677841011023,0.524571500170003,4580.5453096046
"116",2015,"Ages 2-4",0.41,0.392887654552763,0.39942444036948,2607.55387386407
"119",2016,"Ages 2-4",0.62,NA,0.591549934549729,6167.40679377419
"122",2017,"Ages 2-4",0.202020202020202,NA,0.215632696531095,1247.44659741972
"125",2018,"Ages 2-4",0.77,NA,0.725121973476582,5292.89474514021
"128",2019,"Ages 2-4",0.564356435643564,NA,0.542366241870457,4432.22238955677
"3",1977,"Ages 6-8",NA,0.0290847119953502,NA,NA
"6",1978,"Ages 6-8",NA,0.0292197625393635,NA,NA
"9",1979,"Ages 6-8",NA,0.0276965760653173,NA,NA
"12",1980,"Ages 6-8",NA,0.0341421799921633,NA,NA
"15",1981,"Ages 6-8",NA,0.0332587564175139,NA,NA
"18",1982,"Ages 6-8",NA,0.00874222297306848,NA,NA
"21",1983,"Ages 6-8",NA,0.147685430569493,0.033467153952405,615.731647751194
"24",1984,"Ages 6-8",NA,0.031935702489139,0.0305438122159909,551.957419979419
"27",1985,"Ages 6-8",NA,0.0247734902984082,0.0355767770552551,544.855869422481
"30",1986,"Ages 6-8",0.0404040404040404,0.0304278321227786,0.0386629016252703,530.384346811147
"33",1987,"Ages 6-8",0.02,0.0314855347885359,0.019797193242991,390.234556465832
"36",1988,"Ages 6-8",0.02,0.0177757440474972,0.0219960912195206,213.517089228913
"39",1989,"Ages 6-8",0.07,0.0955571035884327,0.0565494475317691,1205.11145464322
"42",1990,"Ages 6-8",0.03,0.00642525343208674,0.0298071137653663,614.573497209347
"45",1991,"Ages 6-8",NA,0.00523964029126298,0.0263979638390608,451.216651470903
"48",1992,"Ages 6-8",0.03,0.00689999386340649,0.0285059544404758,579.219546329495
"51",1993,"Ages 6-8",NA,0.0135686219672116,0.0250327104989702,630.0291782104
"54",1994,"Ages 6-8",NA,0.00472601346571737,0.0354619713916281,454.208097113004
"57",1995,"Ages 6-8",0.108910891089109,0.00565420936705378,0.0983887884754675,1587.37724834084
"60",1996,"Ages 6-8",0,0.00243250657389188,0.00392599273591475,73.9435872134117
"63",1997,"Ages 6-8",0.01,0.00587092045590273,0.0130480920539867,120.896801962219
"66",1998,"Ages 6-8",0,0.00335048113906967,0.00379808859565729,51.6208201580908
"69",1999,"Ages 6-8",0.01,0.0191717427928628,0.0120499518155573,153.030289683625
"72",2000,"Ages 6-8",0,0.00934746733295246,0.00390201681539304,68.7358237426526
"75",2001,"Ages 6-8",0,0.022491054055693,0.00386792709155978,81.3244979402615
"78",2002,"Ages 6-8",0,0.00308543663701656,0.00406847074470233,51.0955517599028
"81",2003,"Ages 6-8",0,0.00496267496157921,0.00387486497576964,79.9672650734714
"84",2004,"Ages 6-8",0,0.0181110310463655,0.00424580592037838,80.2790377819657
"87",2005,"Ages 6-8",0.02,0.0180938940363509,0.0212723273954838,336.964402608811
"90",2006,"Ages 6-8",0.01,0.0151318717136239,0.0130453345168768,152.743021889173
"93",2007,"Ages 6-8",0.04,0.0354790547282061,0.0396382317598103,265.722183396754
"96",2008,"Ages 6-8",0,0.0104570677432744,0.00390372322570938,29.0829581367174
"99",2009,"Ages 6-8",0,0.00328674940129508,0.00390159824221933,35.6735893336914
"102",2010,"Ages 6-8",0.01,0.0151087847415214,0.0118573751873142,150.817277086283
"105",2011,"Ages 6-8",0.03,0.0180393407103712,0.0300638335960575,229.84703692308
"108",2012,"Ages 6-8",0.01,0.00876060995591803,0.0124578650220104,117.654533565928
"111",2013,"Ages 6-8",0.03,0.0290684014773948,0.0299017977985003,313.824837754489
"114",2014,"Ages 6-8",0.01,0.0260889215235701,0.0120158177472175,104.965543537171
"117",2015,"Ages 6-8",0,0.0261653477823361,0.0039465618863569,25.7650061156339
"120",2016,"Ages 6-8",0.01,NA,0.012536758618016,130.753798112572
"123",2017,"Ages 6-8",0.0202020202020202,NA,0.0213064397254523,123.309729381122
"126",2018,"Ages 6-8",0.01,NA,0.0127899866175624,93.5566450039906
"129",2019,"Ages 6-8",0.0099009900990099,NA,0.0116611833271931,95.2745981516723
